"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"cots_camera:Autofocus:2                      cots_camera:primary_af_point:1              ","Attribute","primary_af_point","n/a","cots_camera","Specifies which autofocus point was primary when autofocusing. Typically expressed as an X, Y coordinate or numerical identifier of the autofocus point in use.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Properties:1             ","Class","Camera_Properties","1.0","cots_camera","The Camera_Properties contains parameters describing various physical properties of the camera","img","","","","","","","","","","",""
"cots_camera:Camera_Properties:2              cots_camera:exit_pupil_position:1           ","Attribute","exit_pupil_position","n/a","cots_camera","Indicates the location of the exit pupil relative to the camera body or lens mount. This is typically measured in millimeters, affecting how light enters the camera. ","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"cots_camera:Camera_Properties:2              cots_camera:flash_info_version:1            ","Attribute","flash_info_version","n/a","cots_camera","Indicates the version of the flash-related metadata recorded. ","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Properties:2              cots_camera:raw_image_center_line:1         ","Attribute","raw_image_center_line","n/a","cots_camera","Specifies the coordinates of the center of the raw image as captired by the sensor","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:Camera_Properties:2              cots_camera:raw_image_center_sample:1       ","Attribute","raw_image_center_sample","n/a","cots_camera","TODO","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:Camera_Properties:2              cots_camera:shutter_count:1                 ","Attribute","shutter_count","n/a","cots_camera","Indicates the number of times the camera's shutter has been actuated since it's first use. ","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:Camera_Settings:1               ","Class","Camera_Settings","1.0","cots_camera","The Camera_Settings class contains parameters describing shooting mode, processing, and image correction controls.","img","","","","","","","","","","",""
"cots_camera:Camera_Settings:2                cots_camera:color_balance_version:1         ","Attribute","color_balance_version","n/a","cots_camera","Indicates the version of the color balance adjustments or algorithms applied to the image.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:custom_settings_bank:1          ","Attribute","custom_settings_bank","n/a","cots_camera","Numeric identifier representing the custom settings bank in use (e.g. Bank 1, Bank 2). The Custom Settings Bank allows users to store and select customized camera settings for specific shooting scenarios.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:flash_mode:1                    ","Attribute","flash_mode","n/a","cots_camera","Specifies the specific settings for the flash during the exposure, such as Normal or Red-Eye Reduction.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:flicker_reduction:1             ","Attribute","flicker_reduction","n/a","cots_camera","Refers to a feature that helps reduce the effects of flickering light sources, such as flourescent or LED lights, which can cause banding or unwanted color shifts in images. Flicker reduction aims to synchronize the camera's shutter speed with the frequency of flickering lights, minimizing artifacts and ensuring more consistent exposure and color balance. ","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:flicker_reduction_indicator:1   ","Attribute","flicker_reduction_indicator","n/a","cots_camera","Indicates whether flicker reduction was used during the exposure, expressed as On or Off.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:high_iso_noise_reduction:1      ","Attribute","high_iso_noise_reduction","n/a","cots_camera","Indicates the method used in applying High ISO Noise Reduction.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:noise_reduction:1               ","Attribute","noise_reduction","n/a","cots_camera","Refers to whether the camera applied noise reduction algorithms to high-ISO images. Typically shown as On or Off.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:hue:1                           ","Attribute","hue","n/a","cots_camera","A numeric scale or percentage of adjustment to the overall color tint of the image.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:saturation:1                    ","Attribute","saturation","n/a","cots_camera","A numeric scale or percentage of intensity of colors in the image.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:contrast:1                      ","Attribute","contrast","n/a","cots_camera","Reflects the difference in brightness between the darkest and lightest parts of the image.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:brightness:1                    ","Attribute","brightness","n/a","cots_camera","Measures the overall lightness or darkness of the image as captured","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:sharpness:1                     ","Attribute","sharpness","n/a","cots_camera","Refers to the clarity and detail in the image expressed in a numerical scale (e.g., 0 to 100)","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:clarity:1                       ","Attribute","clarity","n/a","cots_camera","Indicates the setting adjustment of the midtone contrast of an image. This adjustment affects the perceived sharpness and detail, specially the midtones, enhancing the overall texture without significantly altering highlights and shadows.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:shooting_mode:1                 ","Attribute","shooting_mode","n/a","cots_camera","Indicates the camera mode at the time of capture, affecting settings like focus and exposure. Includes Single Shot, Continuous, or Timer, depending on the capabilities of the camera.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:shot_info_version:1             ","Attribute","shot_info_version","n/a","cots_camera","Indicates the version of detailed shooting parameters used for parsing specific camera settings.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Camera_Settings:2                cots_camera:vignette_control:1              ","Attribute","vignette_control","n/a","cots_camera","Indicates whether the camera applied any correction for vignetting (brightness fall-off around corners).","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:1                      ","Class","Exposure","1.0","cots_camera","The Exposure class contains attributes identifying camera exposure configuration. This includes single shot, exposure bracketing, and burst mode operations.","img","","","","","","","","","","",""
"cots_camera:Exposure:2                       cots_camera:auto_bracket_mode_m:1           ","Attribute","auto_bracket_mode_m","n/a","cots_camera","Refers to the specific mode used for exposure bracketing, often expressed in terms of settings. Could include modes like Exposure, Flash, or White Balance bracketing.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:auto_bracket_order:1            ","Attribute","auto_bracket_order","n/a","cots_camera","Denotes the order in which bracketed images are taken, such as whether they are taken from underexposed to overexposed, or vice versa.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:center_weighted_area_size:1     ","Attribute","center_weighted_area_size","n/a","cots_camera","Defines the portion of the frame that the camera evaluates for exposure in Center-Weighted metering mode. This is typically expressed as a percentage.","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"cots_camera:Exposure:2                       cots_camera:cl_mode_shooting_speed:1        ","Attribute","cl_mode_shooting_speed","n/a","cots_camera","Continuous Low mode shooting speed indicates the frame rate at which the camera captures image in continuous low mode. Usually expressed in frames per second (fps).","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:easy_exposure_compensation:1    ","Attribute","easy_exposure_compensation","n/a","cots_camera","Indicates whether the +/- button was needed to set exposure compensation with the main command dial","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:exposure_bracket_value:1        ","Attribute","exposure_bracket_value","n/a","cots_camera","Indicates the amount by which exposure is varied in a series of bracketed shots. Represented in stops (e.g., +/- 1.0)","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:exposure_comp_step_size:1       ","Attribute","exposure_comp_step_size","n/a","cots_camera","Exposure compensation is a setting that allows the photographer to adjust the standard exposure determined by the camera's metering system. The exposure compensation step size defines the increments used when moving the compensation value up (overexposure) or down (underexposure).","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:exposure_control_step_size:1    ","Attribute","exposure_control_step_size","n/a","cots_camera","Exposure correction increment per click of the dial when adjusting camera settings such as aperture, shutter speed, or exposure compensation increments.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:exposure_delay_mode:1           ","Attribute","exposure_delay_mode","n/a","cots_camera","Indicates wether an exposure delay was employed prior to releasing the shutter.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:exposure_difference:1           ","Attribute","exposure_difference","n/a","cots_camera","Records how much the exposure deviates from the camera's metered exposure. Often expressed in stops (e.g., +1.0 or -0.5)","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cots_camera:Exposure:2                       cots_camera:iso_auto_high_limit:1           ","Attribute","iso_auto_high_limit","n/a","cots_camera","Specifies the maximum ISO sensitivity that the camera will automatically adjust to when in Auto ISO mode.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:iso_auto_shutter_time:1         ","Attribute","iso_auto_shutter_time","n/a","cots_camera","Indicates the maximum shutter speed that the camera will use when set to Auto ISO mode. This defines the slowest shutter speed at which the camera will operate to avoid motion blur when increasing ISO sensitivity.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:iso_step_size:1                 ","Attribute","iso_step_size","n/a","cots_camera","Indicates the increments made in changes to ISO sensitivity.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:max_continuous_release:1        ","Attribute","max_continuous_release","n/a","cots_camera","Specifies the maximum number of shots the camera can take in a continuous shooting burst.","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:Exposure:2                       cots_camera:multi_exposure_auto_gain:1      ","Attribute","multi_exposure_auto_gain","n/a","cots_camera","Indicates whether automatic gain control was applied to balance exposure across multiple exposures, typically On or Off.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:multi_exposure_mode:1           ","Attribute","multi_exposure_mode","n/a","cots_camera","Indicates which multiple exposure mode was used. Series takes a series of multiple exposures per shot resulting in multiple files. Single Photo will create only a single combined image.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Exposure:2                       cots_camera:multi_exposure_shots:1          ","Attribute","multi_exposure_shots","n/a","cots_camera","Denotes the number of exposures combined into a single image.","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:Exposure:2                       cots_camera:multi_exposure_version:1        ","Attribute","multi_exposure_version","n/a","cots_camera","Indicates the version of the multi-exposure settings used in the camera.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:File_Information:1              ","Class","File_Information","1.0","cots_camera","The File_Information class describes attributes pertaining to the image file location on disk storage and unique sequence identifier","img","","","","","","","","","","",""
"cots_camera:File_Information:2               cots_camera:directory_number:1              ","Attribute","directory_number","n/a","cots_camera","Designates the folder or directory within the memory card that contains the file","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:File_Information:2               cots_camera:file_info_version:1             ","Attribute","file_info_version","n/a","cots_camera","Indicates the version of the metadata structure of the file itself. ","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:File_Information:2               cots_camera:file_number:1                   ","Attribute","file_number","n/a","cots_camera","Refers to the unique identifier assigned to the image file, typically a sequential number.","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:File_Information:2               cots_camera:memory_card_number:1            ","Attribute","memory_card_number","n/a","cots_camera","Indicates the specific memory card in the camera where the image was saved, particaraly in cameras with more than one card slots.","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:Lens_Properties:1               ","Class","Lens_Properties","1.0","cots_camera","The Lens_Properties class contains attributes describing the physical properties, identification, and capabilities of the lens in use when the shot was taken.","img","","","","","","","","","","",""
"cots_camera:Lens_Properties:2                cots_camera:effective_max_aperture:1        ","Attribute","effective_max_aperture","n/a","cots_camera","Indicates the largest aperture (in terms of light-gathering ability) used during the exposure, which may differ from the physical maximum aperture due to verious settings or conditions. This is expressed as an f-stop (e.g., f/4.0).","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cots_camera:Lens_Properties:2                cots_camera:lens_data_version:1             ","Attribute","lens_data_version","n/a","cots_camera","Signifies the version of the lens information records which may include updates specifications or characteristics ","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Lens_Properties:2                cots_camera:lens_f_stops:1                  ","Attribute","lens_f_stops","n/a","cots_camera","Refers to the maximum and minimum aperture settings available on the lens. This is expressed in f-stop values (e.g., f/2.8 to f/22)","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cots_camera:Lens_Properties:2                cots_camera:lens_id_number:1                ","Attribute","lens_id_number","n/a","cots_camera","Indicates a unique numeric identifier corresponding to the lens model used for the image capture.","img","ASCII_NonNegative_Integer","0","1","0","18446744073709551615","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"cots_camera:Lens_Properties:2                cots_camera:lens_type:1                     ","Attribute","lens_type","n/a","cots_camera","Identifies the generation and techology of the attached lens, expressed as a numerical value which can be correlated to identifiers using specialized metadata types such as ExifTool.","img","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"cots_camera:Lens_Properties:2                cots_camera:max_aperture_at_max_focal:1     ","Attribute","max_aperture_at_max_focal","n/a","cots_camera","Indicates the widest aperture setting when the lens is at its maximum focal length, expressed as an f-stop (e.g., f/4.0)","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cots_camera:Lens_Properties:2                cots_camera:max_aperture_at_min_focal:1     ","Attribute","max_aperture_at_min_focal","n/a","cots_camera","Indicates the widest aperture setting when the lens is at its minimum focal length, expressed as an f-stop (e.g., f/4.0)","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"cots_camera:Lens_Properties:2                cots_camera:max_focal_length:1              ","Attribute","max_focal_length","n/a","cots_camera","Indicates the longest distance, in millimeters, that the lens can focus on.","img","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
